comment,compound,positive,negative,neutral
"Anybody wanna ship an s25 to Africa because they've got too much money to waste and don't know what to do with it..
 y'all are most welcome to send me🙏🏾😂",0.5256,0.148,0.098,0.753
"I pay 60 permonth, hw much you pay?",-0.2023,0.0,0.318,0.682
"There hasnt been much change but i mean look at apple. After using iphone since the 3G, the switch to Samsung was life changing",0.0,0.0,0.0,1.0
All I want is an upgraded Galaxy S10 with nothing changed to the outside except changing the curved to a normal screen and maybe move the fingerprint reader to the power button,0.0772,0.04,0.0,0.96
"Thanks for having a bit of a look at my Samsung S25 review! If you've got one, let us know what you reckon so far - and if you don't, are you tempted?",0.4926,0.091,0.0,0.909
hardcore pornography😭,-0.4767,0.0,0.437,0.563
I hate these clickbait headlines. Discredits you big time.,-0.5719,0.0,0.316,0.684
The only reason i click on your videos is that you always have anime In your thumbnail,0.0,0.0,0.0,1.0
Just ordered My S25 Ultra Titanium Blue 512 GB.....Eagerly waiting for it to be delivered....this video made me happy about my purchase....upgrading from a Razr 40.....my first ever forray into the Samsung Ultra Series of phones....expectations are sky high.....hope they deliver.......,0.5719,0.085,0.0,0.915
"Hey man, you should stop the Elon and Farage insults. Keep it non political.",-0.6124,0.0,0.294,0.706
You know the smartphone market is bad when you are considering a samsung phone...,-0.5423,0.0,0.212,0.788
Bigger the better,0.4404,0.592,0.0,0.408
"Thanks for the thorough review as most other reviewers seem to have whined about it being a minor update from the S24 rather than showing what the phone is capable of. Moving from a 4 year old iPhone 12 it's been a major upgrade for me - screen, battery life, camera and overall snappiness have been worth it for me and I got a great deal through my employer with Samsung directly. Only downside is I maybe wish I'd got the 25+ as it is does feel even smaller than the iPhone 12 I moved from (or my fingers have gotten fatter). Only things I miss really are AirTag support and FaceID  (using the temperamental finger print scanner is a massive downgrade I wasn't expecting). Yes I know Samsung have their alternatives but they are ropey/insecure compared to Apple. Not a deal breaker for me though",0.6911,0.075,0.038,0.886
Watching on my s25 😂😀,0.6597,0.389,0.117,0.494
"Why are their camera's so cack? Phones for most people are great screen, super fast camera for kids/dogs...then the processor etc",0.8505,0.303,0.0,0.697
"S25 has ridiculously rounded corners, Im not going to go out and buy a TV with massive rounded corners, just give me a screen with normal corners",-0.34,0.0,0.085,0.915
"Surprisingly enough at least here in the United States. There's about 50 million people. Maybe more that don't really replace their smartphones unless either a. They have no good battery life and they pretty much have to keep it plugged into a charger or b. It stops doing its software updates And becomes all glitchy that is when they then go and replace their phone. So there is a lot of people who do that. In fact, it used to be super popular amongst iPhone users to jailbreak your phones to get extra versions of iOS updates and security patches past what Apple was going to give you from the factory to make your phone continue to work even longer especially amongst the iPhone users that still had 32 pen charging port iPhones cuz when the lightning port came out it charged the phone fast enough that Apple started sacrificing battery life and had barely noticeable improvement in performance side note, I do also remember a company at one point that was making phone cases that had built-in batteries. So that way they could act as battery extensions to help you get more run time out of your cell phone for the day. Cuz there was a lot of Android smartphones at that time that if you wanted performance you didn't have a good all-day battery life The Advent of better car chargers than 5 w like 7 and 1/2 watt car chargers and even just 6 w car chargers at the time as well as the ability to easily carry a charging brick around and many public places like malls. Having power outlets that you could use already for charging your laptop and then companies releasing high-speed 10 w wall chargers as well to use to charge your phones that did not regulate their charging. So if you plugged a 10 watt charger into the phone it would get very hot and charge very quickly I remember one of my old phones with a 1500 milliamp battery going from being completely dead. Having died to being fully charged in about 45 minutes using a 2 amp wall charger because some of the early phones didn't have any power regulation and would just Chuck whatever they could into the battery.",0.9569,0.095,0.045,0.86
One legged granny wearing a concrete girdle😂😂😂😂,0.891,0.364,0.182,0.455
What game is he playing at 6min,0.2023,0.231,0.0,0.769
1:12 Lame virtue signal. Unsubbed.,0.0,0.326,0.326,0.349
"I could literally play destroy all humans 2 reprobed on it with the proper cooling equipment , this is by far the best phone chipset I've ever had yet",0.4767,0.183,0.097,0.72
Think the s25 is great. But my power button is wobbly/loose. Doesnt fit perfecrly to the body. Anyone more that notice this?,-0.0297,0.101,0.106,0.793
"Ex hardcore samsung phone user here. Not anymore. Changed to FindX8. Guess I got lucky since this time chinese phone doesn't let me down. Buying samsung at this point of time is like asking yourself to be scammed. Only great things about samsung is that they are king of customization. You can customize everything. Including recent apps menu, back, home stuff. They also got knox and samsung pay. 

Well that's what I can think of samsung as a long time user. But the downside is crazy. Switching from s23 to Findx8 makes you realise that samsung really is choppy actually. They got a lot of stutter. Maybe it's not fair to say that since it's 2-3 years difference of chip but the latest samsung doesn't improve either way. Also their battery life sucks so much. Switching because the green line being the breaking point. Make me realise that samsung is bad. X8 is crazy good. Performance, snappiness, the camera, battery life. Just crazy. People maybe not realise but samsung is really, laggy actually. People just turn a blind eye to it. When you restart the samsung, and unlocked it, the system is so slow. people would be like ""Just give it sometime, It needs to load up first"" or something. Not my X8 though. Right after restart, I can continue using it like it never restart in the first place. Not only that, X8 copy the good thing of apple like the smoothness and animation.",-0.8127,0.089,0.115,0.796
"Have been very happy using my S22 for the past almost 3 years but unfortunately due to a bad fall with no case, the screen started to fail after getting a black dot and now is flickering so much. I was wondering whether replace the screen and keeping the phone for 2 more years or enjoy the Samsung trade-in program plus some discounts to get the S25.

I love the size and how it feels in the hand. Photos have been great too and exepecting with the latest Snapdragon to get a better battery life compared to my S22, and that's a strong point too.

Great video with the all the needed details.

Cheers!",0.9833,0.262,0.098,0.64
Hola! ¿Sabes si para poryectar inalambricamente se usa como W11 o como smart view?,0.4574,0.187,0.0,0.813
Why they don't bring this red color to ultras and folds instead of losy gray.,0.0,0.0,0.0,1.0
"Samsung should bring to us, compact smartphones for the mid range. I'm tired of huge and heavy smartphones. A battery of 5000mah capacity, fits perfectly in a 6,2 inches of screen. Look what google is doing with the Pixel 9a, 5200mah of battery in a 6,2 inches of screen. They could release a new mid range series, called Galaxy C, with two cameras and removing the macro",0.5574,0.089,0.04,0.872
Di Indonesia yg warna merah coral kok ngak ada ya aku cari2,0.0,0.0,0.0,1.0
Im kinda pissed that i didn't go to the website n order the red one... like i dont think i could ever forgive myself.  🦧,-0.079,0.151,0.128,0.721
"I am considering upgrading to the S25, neither plus nor Ultra. Right now I have a Galaxy S10 which is in perfect condition, but I am concerned that neither ATT nor Samsung no longer provide security updates for my ""obsolete"" phone.  The size for me is also to my liking and the S25 seems to be essentially the same size. Am I being neurotic to be worried about the lack of updates?",-0.0818,0.13,0.134,0.736
The fact it has better performances than the S24 by a lot and its so thin compared to any other samsung + the inexistent bezels makes it a awesome purchase,0.7906,0.2,0.0,0.8
"i like the red color in your videos, but some people it seems more pink. sadly since its an exclusive color I'm unable to see it in person so is it really as red or is it a pink color",-0.3854,0.078,0.092,0.829
Very sweet color.,0.5095,0.622,0.0,0.378
Base model got the most updates.  4 gigs of additional ram and upgraded SoC. Too bad it didnt get the 1440p display and 45W charging.,-0.5423,0.0,0.127,0.873
I love the way you do these reviews.,0.6369,0.375,0.0,0.625
"I wish I had wealth or income, because I want to buy it, especially in this color.",0.7351,0.34,0.0,0.66
That Coral Color Is Reminiscent Of Nexus 5,0.0,0.0,0.0,1.0
Ne güzel bir telefon,0.0,0.0,0.0,1.0
"The worts thing about the 128gb one, it’s the memory technology: only ufs 3.1 (I mean, it’s not slow rom but, for the money…)",0.0,0.0,0.0,1.0
Finally a compact phone!!,0.0,0.0,0.0,1.0
they offered free galaxy 7 watch + storage upgrade 500gb one for 500$ here in my country,0.5106,0.171,0.0,0.829
Beautiful phone. ❤,0.8442,0.802,0.0,0.198
Beautifull color samsung s25 ❤ and so tiny,0.6369,0.344,0.0,0.656
Still to large ;/,0.0,0.0,0.0,1.0
"Here's a Special Link to Get Extra $100 Amazon GiftCard If you Order the S25: https://amzn.to/3QuGtYp
Also Extra $100 for S25+ : https://amzn.to/3Q9xqM7
or $200 for S25 Ultra: https://amzn.to/3EufLfC
Valid only Till 2.March  ,Thanks for Watching

(These are Amazon Affiliate Links, I may earn a small Commission If you click & Order through them)",0.7906,0.153,0.0,0.847
Jus bought From s24 to s25 ❗️currently waiting on It,0.0,0.0,0.0,1.0
"Well, the s25+ and ultra have better displays. I have no idea how anyone can use a small 6.3 inch phone. I cant go below 6.7 .. so i have the plus",0.4215,0.138,0.061,0.801
"No macro camera or UWB, unfortunately though.",-0.5574,0.0,0.479,0.521
"Compared to s23 ultra cameras, only thing i did is kept my 2 year old phone.",0.0,0.0,0.0,1.0
Those camera rings are ugly,-0.5106,0.0,0.452,0.548
What you think from switching to Samsung galaxy from iPhone,0.0,0.0,0.0,1.0
Dad of phones!😍😉👊I have S24 cobalt violet and it is sexiest phone i ever had!😍💜,0.8953,0.293,0.0,0.707
Im buying this in april for my sister. She want this so bad.,-0.5413,0.081,0.236,0.684
Lund jaisa battery backup,0.0,0.0,0.0,1.0
Samsung s25 ❤,0.6369,0.583,0.0,0.417
Massive hands,0.0,0.0,0.0,1.0
I purchased icyblue but the sim slot won't open :(. Does anyone have any solution?,0.4497,0.174,0.0,0.826
I'm holding my navy blue s25 but the back doesn't seem like it glass like you said.,0.1494,0.155,0.127,0.717
They all same if u remember few years ago ur phone was same like that shi😂 they nerf yours before new one comes out😂,0.8074,0.235,0.089,0.676
Too bad it doesn't have the jack,-0.5423,0.0,0.368,0.632
where you from?,0.0,0.0,0.0,1.0
Speakers lack bass,-0.3182,0.0,0.535,0.465
Ugly,-0.5106,0.0,1.0,0.0
About the display.. i dono what is happ because my eyes dosnt hurt after a while watching it.. weird,-0.6249,0.0,0.231,0.769
"Pre-order for Enhanced Trade-In + Exclusive $50 credit + 5% Student Discount (affiliate) 👉 https://mikeobrienmedia.com/S25
Watch my S25 Plus video: https://youtu.be/fx1-GFwCuM8
Watch my S25 Ultra video: https://youtu.be/LHy9xufzrpg",0.4767,0.128,0.0,0.872
Faster and lighter than S24✅,0.0,0.0,0.0,1.0
"FINALLY someone talking about the s25 itself and not comparing it to the s24 and complaining. 
I dont have an s24, idk those features! I want to know about THIS phone
Thank you so much",0.2244,0.107,0.084,0.81
This is my actual smartphone. 👍,0.0,0.0,0.0,1.0
Just traded my Pixel 8 pro for one,0.0,0.0,0.0,1.0
"Nice video! I just upgraded my S21 5G to the S25+ (both 256gb). The size is not that noticeable, but I wanted a slightly larger screen, but not as large as the Ultra (and I don’t get the pen thing). I paid $649 from Consumer Cellular for 2 years interest free at $26 per month, with no trade-in. I have to pay it off if I leave their service, but their US based customer service is so outstanding, I’ll never leave. They’ll spend 45 minutes with you, and you can understand them. Need a credit? Just ask. 

At 4 years apart, they are similar. If using it for a phone mainly or reading news or YouTube (okay, I play slots sometimes), you may never see a difference as the S21 has 8gb of RAM, which isn’t shabby even today. I won’t max out the 12gb capacity of the S25+, so while I’m glad to have it, it isn’t that necessary. I’m not a gamer, so I can’t comment on that. I’d use a PC or TV if I were gaming. I’m not a photographer, so the differences in cameras aren’t that noticeable either. Most photos are deleted over time anyway, so cameras are as good as they probably need to be, except maybe for professionals, who would probably use a real camera. I mean, how good does a phone camera really need to be?

I’d say the S25 is too small for today’s phones and with the effort it takes to change phones, unless you just want a small phone, I’d recommend the S25+ for the .5” larger screen for $100 more, although the phone isn’t .5” larger. The S21 didn’t seem small when I got it, but over time it seemed to shrink, or my eyes just wanted things a little larger. I also wanted the latest processor because this is the 1st new phone I’ve bought in over a decade (I’ve bought used, refurbished). 

Unless you just want a tiny phone, if you hold the S25 and then the S25+, when you again hold the S25, you’ll definitely know you want the larger + model, which is only slight, but makes a difference. The good thing is, no matter which model you get, they are basically the same inside. If I had an S24, I would not have upgraded, even though it's smaller (same size as the other opening models). The performance would not be noticed and it would not be logical to upgrade unless it was nearly free. The S21 5G phone is so good I'd recommend it refurbished, or even from my eBay listing for it. It is a great phone and if it were an S21+, I wouldn't have upgraded to the S25+. The fancy bubbles and AI it offers isn't enough to have changed, but I am completely satisfied with it and will use it for many years after it is paid for.",0.9973,0.142,0.012,0.846
"My s22 has had horrendous battery since day one, and it's gotten worse. thinking of trading in for this in hopes of better battery",-0.296,0.175,0.212,0.613
I use the pen a lot so I will stick with my 24U till it lasts. If they remove the pen I will switch to the S regular series.,0.0,0.0,0.0,1.0
"Phones are so creepy and intrusive nowadays. I don't want AI features, I just want good battery and a good screen. I don't need them sending my face into their AI schlop, I don't want to send data to them constantly. But unless I get a completely shit phone I'm stuck with AI. I hope there are ways to turn that crap off.",-0.6769,0.117,0.176,0.707
Really...too much AI GIMMICKS.... Many users don't have the time to figure them out.,0.0,0.0,0.0,1.0
Iv got this phone in mint,0.0,0.0,0.0,1.0
QHD isn't noticeable on s25 sized phones. Good call on their part.,0.4404,0.209,0.0,0.791
"Great review, but please get a chair that doesnt squeek😂",0.8537,0.445,0.098,0.457
"The OnePlus 13 with the same amount of RAM and ROM is cheaper than S25 in Canada. Let's be honest, the OP 13 is faaaaaaaar superior and cheaper phone than the S25.",0.7783,0.185,0.0,0.815
That blue looks nice thank you for making this video on the S25 not everyone wants a huge ultra.,0.765,0.322,0.0,0.678
Thanks and very helpful being that I just got a Mint one 😊,0.8999,0.48,0.0,0.52
"Ngl, I'm returning my s25 ultra for the S25 mint green. This phone is just too big and heavy and I can't justify the small upgrades to the base model.",0.0,0.0,0.0,1.0
You can delete the ai right ?,0.0,0.0,0.0,1.0
"Helpful, thanks. I just purchased the s25 and not many comprehensive videos on it.",0.6072,0.309,0.094,0.597
"Thanks for reviewing S25, for those of us that still care about more portable/ergonomic flagships.",0.7269,0.319,0.0,0.681
Our One UI 7 video is up in a mobile aspect for your phone: https://youtu.be/F22usek7xb0,0.0,0.0,0.0,1.0
"i have the 23 plus, is it worth getting the 25 plus? ive seen so many different people saying it sucks or what not 😮",-0.1531,0.062,0.082,0.855
Where does it stack up against my Pixel 9?,0.0,0.0,0.0,1.0
Viéndolo desde mi S25+ 😎💀,0.4588,0.273,0.0,0.727
Aesthetically i like iphone but functionality aside from iphone don't shit on Android iphone 16 can't still can't do multiple screen,0.6844,0.229,0.0,0.771
You are jacked,0.0,0.0,0.0,1.0
The camera looks pale to me.,0.0,0.0,0.0,1.0
I keep buying the Plus model because it does everything I need especially the battery life. I don't care for spens or foldables.,-0.3875,0.0,0.107,0.893
Who knew GSM Arena is based in Bulgaria?,0.0,0.0,0.0,1.0
Nothing said about new log shooting capabilities seriously nowadays i feel like gsm arena is making incomplete rushed videos,0.2023,0.118,0.08,0.802
Hello everyone. So I just bought my s25+ yesterday and it's amazing. Fast smooth reliable. My question is like if you have s25+ does your phone heat up near the selfie camera. I mean around the top speaker area. Cause mine does. Little hotter than the rest of the area. So is it only me or..?,0.7964,0.133,0.0,0.867
So basically a fancy S24 Plus lol. Nothing to upgrade over.,0.4215,0.219,0.0,0.781
Thanks,0.4404,1.0,0.0,0.0
went to the store to buy s25 Ultra but ended up buying s25+.. It suits my need enough than Ultra.,0.0,0.0,0.0,1.0
"just upgraded to this after having an lg v40 since 2018. i feel like squidward from spongebob: ""FUTUUUURE""",0.3612,0.128,0.0,0.872
"The ONLY review in either english, portuguese or spanish that I've seen being true about the battery life I've been getting for the past week or so, it's not what I was expecting (a day and a half), it's more like 15h overall",0.6801,0.12,0.0,0.88
samsung s25 plus or iphone 15 plus?,0.0,0.0,0.0,1.0
"Some reviews tells the camera is oversharp (when comparing to iphone and OP13), your review says it lacks sharpness (compared to ?).",0.0,0.0,0.0,1.0
Just got this phone. Can you say something about the P65 warning on it. Thanks,0.128,0.158,0.131,0.71
"Confused between S25 & S25+ only because of two reasons (1080p Resolution and 4000mA battery in S25)...... What's your take guys? Are they concerning if I prefer a Compact phone, S25? Or should I go for safer option,S25+ ?",0.2593,0.078,0.054,0.868
All 3 devices are linked here: shop.howl.link/createdbyella,0.0,0.0,0.0,1.0
S25 FE,0.0,0.0,0.0,1.0
The way you peeled the s25 ultra sticker 💀☠️,0.0,0.0,0.0,1.0
Can I get one pwease❤. I will subscribe,0.6369,0.318,0.0,0.682
The cameras look ugly now ngl,-0.5106,0.0,0.398,0.602
Dawg thats my yearly salary😭🙏,-0.4767,0.0,0.256,0.744
"who hates i phone
👇",-0.4404,0.0,0.293,0.707
25W charging in 2025 is wild,0.0,0.0,0.0,1.0
"Same to my samsung A15 too its color
Is nave too to mine",0.0,0.0,0.0,1.0
Adding bigger rings on the same camera just to make an illusion to appear larger is just pathetic,-0.5719,0.0,0.179,0.821
"Same same, but different!",0.0,0.0,0.0,1.0
"You're so pretty & beautiful.
We ❤ you.",0.9162,0.664,0.0,0.336
That camera ring looks cheap,0.0,0.0,0.0,1.0
Give me one,0.0,0.0,0.0,1.0
How much money spend Samsung for advertising buy all tech tuber,0.0,0.0,0.0,1.0
Hey. Can you help make a decision on a s24 or the S25,0.4019,0.184,0.0,0.816
Can I get one I am a college student plssssssssss😢😢😢❤❤❤,0.6486,0.332,0.245,0.422
Is the icy blue actually blue or just off white?,0.0,0.0,0.0,1.0
CAN I HAVE ONE,0.0,0.0,0.0,1.0
this is actually the first time ive seen samsung release something not really that innovative lol,0.1158,0.156,0.133,0.712
Please review the Rhinoshield SolidSuit for the s25 ultra.,0.3182,0.223,0.0,0.777
Sooooo how much did Best Buy pay for that 12 seconds of promotion?,0.5859,0.253,0.084,0.663
Lo mejor de este teléfono es que hace al S24 Ultra más barato,0.0,0.0,0.0,1.0
It's a phone. Live with it. Get a camera if it bugs you 😂 people who care this much need a little life awakener. IT'S A PHONE! OMG! Stop caring so much. Don't buy it if it's not for you 🤷,0.8264,0.193,0.073,0.734
"So happy I'm not at all tempted to upgrade from my 24 Ultra. Money don't grow on trees, and I still love my phone so much",0.8479,0.254,0.0,0.746
"The cost of a new S24U in my country is about 800 euros but the S25U I can get for 980 euros, my question being, will itnbe worth it spending about 200 euros more and getting the S25U or should I just keep my money and get the S24U ?",0.3291,0.046,0.0,0.954
"I'm going to put it like this after using both phone for a month.  If you have the money get the S25, it's way better phone. If money is a driving factor in your decision, get the S24 it's still a great phone.  

I'm going to comment on the all youtube videos where people are crying over an S-Pen feature thats barely used.",0.7506,0.133,0.043,0.824
They've been milking that 10 mp 3x sensor for way too long. This phone offers no value.,-0.2584,0.0,0.113,0.887
"So the mac in the background has now a pear logo, interesting 😅",0.6369,0.271,0.0,0.729
"I only got one because i really needed to replace my S21 Ultra and then Samsung offered me $1000 for my old phone if i traded it for an S25 Ultra. $400 for a flagship 512gb phone? Yea alright ill do it. 

Its fine. Gorgeous screen though.",0.6597,0.17,0.052,0.778
Why this video is in hindi ??,0.0,0.0,0.0,1.0
Samsung ultra flagship has fallen,-0.2732,0.203,0.362,0.435
Can you make a video on how to import a phone not normally found here in the states?,0.0,0.0,0.0,1.0
there was a sale for my s24 ultra and I chose it over the s25 definantly love it,0.6369,0.198,0.0,0.802
"Samsung takes something from iphone, it gets mentioned. I phone takes a majority of things from android, nothing is said. Samsung removes Bluetooth in spen, omg. Apple removed headphone jack and said it was for a good reason, yet if you tear them apart, they did nothing with that room lol. Its comical at this point cmon",0.6908,0.094,0.0,0.906
The ZFold is looking like it will be the same phone as last year with a spec bump too. It's a damn shame.,-0.5106,0.088,0.205,0.707
"Im getting real sick of lazy, basic ""premium"" phones. Looks like this will be red magics year.",-0.5106,0.112,0.26,0.628
The S25 Ultra thou is so much much better than the iPhone both hardware and software.,0.4877,0.174,0.0,0.826
"Planning to buy S24 Ultra..I request user suggestion to go for it or not..my questions, 
1) did anyone face green line on screen
2) does it have tampered proof glass available in market

Thanks mates",0.4404,0.079,0.0,0.921
love the honesty! thank you for the review,0.8805,0.671,0.0,0.329
Samsucks 😂😂,0.7003,0.413,0.207,0.38
